Variable Name, Data,,,,,,
Date: ,2024-08-03 20:29:51,,,,,,
Arm_position: ,-0.351492,-0.39113,0.326031,,,,
Angle_Between_Object_Camera,29.450871,,,,,,
Estimated_Normal_Vector_Camera_Frame ,-0.485702,0.076422,-0.870778,,,,
Estimated_Position_Camera_Frame: ,0.036744,0.041591,0.346113,,,,
Rotation_Axis: ,-0.076422,-0.485702,0,,,,
Estimated_Position: ,-0.234598,-0.646917,0.334419,,,,
Estimated_Normal_Vector: ,0.026938,-0.997194,0.069839,,,,
2024-08-03 20:30:01,-0.234598,-0.646917,0.334419,0.026938,-0.997194,0.069839,29.450871
